Promotion,Seasonal,Sales_Volume,price,terms,section,season,material,origin
No,No,929,87.99,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1130,80.0,t-shirts,MAN,Autumn,Cotton,India
No,Yes,863,39.95,jackets,WOMAN,Autumn,Cotton,Turkey
No,Yes,837,45.99,shoes,MAN,Autumn,Viscose,Cambodia
Yes,Yes,1491,28.99,sweaters,WOMAN,Summer,Wool,India
No,No,832,19.99,jackets,MAN,Spring,Viscose,Portugal
Yes,No,1743,25.95,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1224,37.99,sweaters,MAN,Winter,Acrylic,Portugal
No,No,801,22.95,jackets,MAN,Autumn,Wool Blend,Bangladesh
Yes,No,1362,21.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
Yes,Yes,1237,29.99,jackets,MAN,Autumn,Wool,Spain
No,Yes,1046,22.99,jackets,WOMAN,Winter,Viscose,Spain
No,No,1156,25.99,t-shirts,WOMAN,Winter,Wool,Cambodia
No,Yes,774,29.95,t-shirts,MAN,Autumn,Cotton,China
No,Yes,833,75.99,t-shirts,WOMAN,Summer,Cotton,Morocco
Yes,Yes,1101,73.99,jeans,MAN,Autumn,Wool Blend,Brazil
No,Yes,846,21.99,jackets,MAN,Winter,Wool Blend,India
No,Yes,915,55.95,sweaters,MAN,Winter,Wool,Pakistan
Yes,Yes,1285,31.99,shoes,WOMAN,Autumn,Polyester,Portugal
No,Yes,850,21.99,sweaters,MAN,Winter,Wool,Bangladesh
No,No,828,29.99,jackets,MAN,Spring,Linen,Portugal
Yes,Yes,1625,42.95,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,915,22.99,shoes,WOMAN,Winter,Viscose,China
No,No,908,19.95,jackets,WOMAN,Autumn,Wool,Vietnam
No,No,1005,19.95,jackets,WOMAN,Spring,Linen,Spain
No,Yes,992,38.0,jackets,WOMAN,Summer,Linen Blend,India
No,No,997,52.99,jackets,WOMAN,Summer,Linen Blend,Turkey
No,Yes,879,19.99,shoes,WOMAN,Autumn,Wool,China
No,Yes,945,51.99,sweaters,WOMAN,Winter,Viscose,China
No,Yes,997,42.95,jackets,WOMAN,Summer,Cotton,Brazil
Yes,Yes,1546,59.99,jackets,WOMAN,Winter,Wool Blend,Turkey
No,No,813,19.95,sweaters,MAN,Spring,Viscose,India
No,Yes,1038,39.99,jackets,WOMAN,Summer,Cotton,China
Yes,No,1428,17.99,sweaters,WOMAN,Winter,Wool Blend,Spain
Yes,Yes,1260,35.95,jackets,MAN,Spring,Linen,India
Yes,Yes,1264,38.99,sweaters,MAN,Autumn,Denim,Morocco
No,Yes,792,45.99,jackets,WOMAN,Autumn,Polyester,India
Yes,Yes,1653,26.99,jackets,WOMAN,Summer,Linen,Portugal
Yes,Yes,1543,22.99,sweaters,WOMAN,Summer,Linen,Turkey
Yes,Yes,1458,17.99,jackets,WOMAN,Summer,Cotton,Morocco
No,Yes,1029,22.99,jackets,WOMAN,Summer,Linen Blend,Bangladesh
No,No,877,22.99,shoes,WOMAN,Autumn,Cotton,Brazil
No,No,679,99.99,jackets,MAN,Spring,Linen,Portugal
No,No,763,49.99,jackets,WOMAN,Autumn,Cotton,Morocco
Yes,Yes,1541,84.99,jackets,WOMAN,Winter,Viscose,Portugal
Yes,No,1417,14.0,shoes,MAN,Autumn,Cotton,China
No,No,814,59.99,jackets,WOMAN,Spring,Cotton,Pakistan
Yes,Yes,1093,54.95,jackets,MAN,Autumn,Wool,Portugal
Yes,Yes,1316,15.95,jackets,MAN,Autumn,Polyester,Turkey
Yes,Yes,1227,29.99,jackets,WOMAN,Spring,Silk,China
Yes,No,1240,52.99,jackets,WOMAN,Spring,Linen Blend,India
No,Yes,865,15.99,jeans,WOMAN,Spring,Linen Blend,China
Yes,Yes,1249,37.99,jackets,MAN,Autumn,Viscose,Brazil
No,No,784,69.95,shoes,WOMAN,Autumn,Wool,Vietnam
Yes,Yes,1544,32.99,t-shirts,WOMAN,Spring,Cotton,Spain
No,Yes,860,84.99,jeans,WOMAN,Summer,Linen,India
Yes,Yes,1567,40.95,sweaters,WOMAN,Autumn,Wool,Morocco
No,No,710,99.99,jackets,WOMAN,Spring,Linen,Morocco
No,No,863,63.99,sweaters,WOMAN,Summer,Linen Blend,Vietnam
Yes,Yes,1638,30.99,sweaters,WOMAN,Winter,Wool,China
Yes,Yes,1362,29.0,shoes,WOMAN,Autumn,Viscose,China
Yes,Yes,1441,20.99,jackets,MAN,Winter,Wool,China
Yes,Yes,1442,13.99,sweaters,MAN,Autumn,Wool Blend,Pakistan
No,No,1037,25.95,jackets,WOMAN,Winter,Wool Blend,China
No,No,919,50.99,shoes,MAN,Winter,Wool Blend,Morocco
Yes,Yes,1308,40.99,shoes,WOMAN,Spring,Linen,China
No,No,815,49.99,jackets,WOMAN,Spring,Polyester,Morocco
Yes,No,1523,53.95,jackets,WOMAN,Winter,Acrylic,Bangladesh
Yes,Yes,1341,30.99,jackets,WOMAN,Spring,Linen,India
No,No,1056,76.99,t-shirts,WOMAN,Summer,Linen Blend,India
No,Yes,991,15.99,jackets,WOMAN,Autumn,Wool,Morocco
Yes,No,1591,32.95,t-shirts,WOMAN,Autumn,Cotton,Spain
Yes,Yes,1518,34.99,jackets,MAN,Winter,Wool,Brazil
No,No,950,25.99,shoes,WOMAN,Autumn,Wool,Bangladesh
Yes,Yes,1487,32.95,shoes,WOMAN,Autumn,Cotton,Morocco
No,No,915,25.99,jackets,WOMAN,Autumn,Denim,Vietnam
No,No,784,85.99,shoes,MAN,Winter,Wool,Bangladesh
Yes,Yes,1389,35.99,t-shirts,MAN,Winter,Wool Blend,Bangladesh
No,No,1009,24.99,jackets,MAN,Winter,Wool Blend,Turkey
No,No,812,39.99,t-shirts,MAN,Spring,Linen,Bangladesh
Yes,Yes,1264,51.99,t-shirts,MAN,Summer,Linen,Cambodia
No,Yes,943,31.99,jackets,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1390,25.95,t-shirts,MAN,Autumn,Denim,Vietnam
No,Yes,1004,29.99,t-shirts,WOMAN,Winter,Wool Blend,Pakistan
Yes,No,1614,33.99,t-shirts,WOMAN,Winter,Wool,Turkey
Yes,No,1273,17.95,jackets,MAN,Autumn,Polyester,India
Yes,No,1523,26.99,jackets,WOMAN,Spring,Polyester,Morocco
No,No,940,35.99,jackets,WOMAN,Autumn,Cotton,Turkey
No,No,967,65.95,jackets,WOMAN,Summer,Viscose,Cambodia
Yes,No,1285,30.99,jackets,MAN,Autumn,Wool Blend,Bangladesh
No,Yes,985,32.99,jackets,MAN,Summer,Linen,Spain
Yes,No,1223,59.99,jackets,MAN,Winter,Polyester,China
No,Yes,766,59.99,shoes,WOMAN,Spring,Cotton,China
No,No,722,95.95,t-shirts,MAN,Summer,Linen,Cambodia
Yes,No,1655,16.99,jackets,WOMAN,Autumn,Wool,Bangladesh
No,No,775,39.99,shoes,MAN,Autumn,Denim,China
No,No,696,89.99,jackets,MAN,Spring,Denim,China
No,Yes,932,27.99,jackets,WOMAN,Winter,Wool,China
No,Yes,803,19.95,jackets,MAN,Autumn,Acrylic,China
No,No,814,39.95,t-shirts,MAN,Summer,Polyester,Morocco
No,No,953,15.99,jackets,WOMAN,Autumn,Acrylic,China
Yes,Yes,1500,25.95,jackets,WOMAN,Autumn,Polyester,Bangladesh
No,No,993,35.99,jackets,WOMAN,Autumn,Wool,Bangladesh
No,No,1036,37.95,jackets,WOMAN,Winter,Wool,Portugal
Yes,Yes,1786,25.99,jackets,WOMAN,Winter,Wool Blend,Morocco
No,Yes,924,52.0,jackets,WOMAN,Summer,Cotton,China
No,Yes,901,19.99,jackets,WOMAN,Autumn,Wool Blend,Turkey
No,Yes,891,29.0,shoes,WOMAN,Autumn,Polyester,Spain
Yes,No,1285,24.99,jackets,WOMAN,Spring,Linen Blend,China
No,No,1146,33.99,jackets,WOMAN,Winter,Wool Blend,China
No,No,902,15.95,jackets,WOMAN,Spring,Polyester,China
Yes,Yes,1462,36.95,jackets,WOMAN,Winter,Acrylic,Morocco
No,No,674,89.95,sweaters,WOMAN,Autumn,Denim,Portugal
No,No,994,19.99,sweaters,WOMAN,Autumn,Polyester,India
No,No,874,29.95,sweaters,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1763,23.99,jackets,MAN,Winter,Wool Blend,Turkey
No,Yes,868,19.99,shoes,MAN,Autumn,Wool,Bangladesh
No,Yes,868,22.99,jackets,WOMAN,Autumn,Wool Blend,China
No,No,743,98.99,t-shirts,MAN,Summer,Linen,Vietnam
Yes,No,1168,58.95,sweaters,MAN,Spring,Viscose,China
Yes,No,1579,19.99,jackets,WOMAN,Spring,Polyester,India
Yes,Yes,1359,30.99,jackets,WOMAN,Autumn,Polyester,Morocco
Yes,Yes,1287,39.99,t-shirts,WOMAN,Autumn,Cotton,Spain
No,No,824,22.95,jackets,MAN,Spring,Linen,Argentina
No,No,732,22.0,t-shirts,MAN,Autumn,Denim,Turkey
No,No,754,19.95,jackets,MAN,Autumn,Wool,China
Yes,No,1506,36.99,jackets,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1193,104.99,jackets,WOMAN,Summer,Linen,Morocco
No,Yes,881,19.99,t-shirts,WOMAN,Autumn,Wool Blend,Bangladesh
No,No,936,39.99,jackets,WOMAN,Autumn,Cotton,China
No,No,871,50.99,jackets,MAN,Winter,Wool,Vietnam
Yes,Yes,1110,36.95,jackets,MAN,Spring,Denim,Bangladesh
No,Yes,759,39.95,jackets,MAN,Autumn,Polyester,China
Yes,Yes,1333,25.99,t-shirts,MAN,Autumn,Satin,India
Yes,Yes,1311,21.0,jackets,MAN,Spring,Cotton,Spain
Yes,Yes,1053,79.0,jackets,MAN,Spring,Linen,Vietnam
Yes,No,1411,13.95,shoes,MAN,Autumn,Wool,Spain
No,Yes,807,29.99,jeans,MAN,Autumn,Wool Blend,Bangladesh
Yes,Yes,1524,19.95,shoes,WOMAN,Spring,Viscose,Bangladesh
No,No,875,22.99,t-shirts,WOMAN,Autumn,Wool Blend,Morocco
No,No,822,45.99,jackets,WOMAN,Spring,Linen,China
Yes,Yes,1327,64.99,jackets,WOMAN,Autumn,Polyester,Brazil
Yes,No,1299,35.99,jackets,WOMAN,Autumn,Wool Blend,China
No,No,742,69.0,shoes,WOMAN,Autumn,Acrylic,Portugal
No,No,747,49.99,jackets,MAN,Autumn,Polyester,China
No,Yes,960,15.95,shoes,WOMAN,Spring,Cotton,Brazil
No,Yes,866,49.95,jackets,WOMAN,Autumn,Acrylic,Vietnam
No,No,849,39.95,t-shirts,WOMAN,Autumn,Viscose,Vietnam
Yes,Yes,1317,23.99,jackets,WOMAN,Autumn,Viscose,China
Yes,Yes,1589,52.99,jackets,WOMAN,Winter,Wool Blend,Bangladesh
No,No,821,39.99,sweaters,WOMAN,Autumn,Wool,Portugal
No,No,740,39.0,t-shirts,MAN,Autumn,Wool Blend,Spain
Yes,No,1211,71.95,jackets,MAN,Autumn,Wool Blend,Spain
Yes,No,1480,14.99,t-shirts,WOMAN,Winter,Wool Blend,Vietnam
Yes,Yes,1410,65.99,sweaters,WOMAN,Spring,Cotton,China
No,Yes,908,29.95,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
Yes,No,1560,56.95,jackets,WOMAN,Winter,Wool Blend,China
No,No,777,85.95,shoes,WOMAN,Winter,Wool,Bangladesh
Yes,Yes,1474,41.95,jackets,WOMAN,Winter,Wool,Turkey
No,No,986,22.99,jackets,WOMAN,Winter,Wool,Spain
No,Yes,857,35.95,jackets,WOMAN,Autumn,Wool,India
Yes,Yes,1505,23.0,sweaters,WOMAN,Winter,Wool Blend,Turkey
No,No,1005,32.0,t-shirts,MAN,Winter,Wool,Bangladesh
No,No,884,35.99,sweaters,WOMAN,Spring,Cotton,Bangladesh
Yes,No,1591,34.99,sweaters,WOMAN,Winter,Wool Blend,Morocco
No,No,1112,38.95,jackets,WOMAN,Winter,Wool,China
No,No,806,39.99,sweaters,WOMAN,Autumn,Denim,China
Yes,Yes,1240,84.95,t-shirts,MAN,Winter,Cotton,China
No,No,662,79.99,jackets,MAN,Spring,Viscose,Turkey
No,Yes,881,49.95,t-shirts,WOMAN,Autumn,Acrylic,Turkey
No,No,1077,42.99,jackets,WOMAN,Winter,Acrylic,China
Yes,No,1464,45.0,jackets,MAN,Summer,Wool Blend,India
Yes,Yes,1629,29.99,jackets,WOMAN,Winter,Wool Blend,Brazil
No,No,878,45.0,sweaters,WOMAN,Autumn,Wool Blend,India
Yes,Yes,1182,105.95,t-shirts,WOMAN,Summer,Cotton,China
Yes,No,1480,28.95,jackets,WOMAN,Autumn,Wool,Vietnam
No,No,927,15.0,shoes,WOMAN,Autumn,Wool,Bangladesh
Yes,Yes,1278,51.99,jackets,MAN,Winter,Wool Blend,China
Yes,Yes,1270,28.99,jackets,MAN,Autumn,Denim,India
Yes,No,1339,31.95,jackets,MAN,Autumn,Wool,China
Yes,Yes,1664,30.95,jackets,WOMAN,Winter,Wool,Pakistan
No,Yes,840,15.99,sweaters,WOMAN,Autumn,Cotton,Cambodia
No,No,706,89.99,jackets,MAN,Autumn,Wool Blend,Bangladesh
No,Yes,922,29.95,shoes,WOMAN,Spring,Cotton,Turkey
No,Yes,1054,28.0,sweaters,WOMAN,Winter,Wool,Vietnam
No,No,802,129.95,jackets,WOMAN,Winter,Acrylic,Bangladesh
Yes,Yes,1299,18.0,jackets,MAN,Spring,Cotton,Bangladesh
No,No,825,69.95,jackets,WOMAN,Spring,Cotton,Cambodia
No,No,801,69.95,jackets,WOMAN,Autumn,Viscose,Turkey
No,No,785,63.99,sweaters,WOMAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1368,16.99,t-shirts,WOMAN,Autumn,Wool,India
No,No,802,65.99,jackets,MAN,Winter,Cotton,India
No,No,1000,28.0,jackets,WOMAN,Winter,Acrylic,Vietnam
No,Yes,1044,53.99,jeans,WOMAN,Winter,Wool,China
No,No,802,29.99,jackets,WOMAN,Autumn,Wool Blend,Pakistan
Yes,No,1401,41.95,jackets,WOMAN,Spring,Acrylic,Spain
No,Yes,731,29.99,jackets,MAN,Spring,Linen,China
No,No,898,66.99,sweaters,WOMAN,Summer,Viscose,Turkey
No,No,918,39.99,sweaters,WOMAN,Autumn,Polyester,China
No,No,932,21.99,jeans,WOMAN,Summer,Linen,Portugal
Yes,Yes,1418,26.95,jackets,WOMAN,Autumn,Wool,Turkey
Yes,No,1786,21.99,jackets,WOMAN,Summer,Linen,Bangladesh
No,Yes,1047,33.0,jackets,WOMAN,Summer,Linen,China
No,Yes,701,69.95,shoes,MAN,Autumn,Acrylic,Spain
No,No,803,69.99,sweaters,WOMAN,Spring,Denim,Turkey
Yes,No,1279,23.0,jeans,WOMAN,Spring,Linen,Bangladesh
Yes,Yes,1454,13.99,sweaters,WOMAN,Autumn,Acrylic,Vietnam
No,No,923,15.0,jackets,MAN,Autumn,Wool,Morocco
No,No,812,66.0,jackets,MAN,Summer,Cotton,Morocco
No,No,1012,44.0,jackets,WOMAN,Winter,Wool,China
No,Yes,951,24.99,t-shirts,WOMAN,Winter,Wool,China
Yes,No,1354,50.99,t-shirts,WOMAN,Spring,Linen,China
Yes,No,1545,26.99,jackets,WOMAN,Summer,Cotton,Bangladesh
Yes,Yes,1516,29.99,sweaters,WOMAN,Spring,Linen,India
Yes,No,1532,17.95,jackets,WOMAN,Autumn,Wool,Bangladesh
Yes,Yes,1592,25.0,jackets,WOMAN,Summer,Cotton,Turkey
Yes,Yes,1259,87.99,jackets,WOMAN,Autumn,Wool Blend,India
Yes,No,1386,30.99,jackets,WOMAN,Autumn,Viscose,Cambodia
No,Yes,882,39.0,sweaters,WOMAN,Autumn,Denim,China
Yes,Yes,1445,28.99,jackets,WOMAN,Summer,Linen,Turkey
Yes,Yes,1294,62.99,jackets,WOMAN,Autumn,Wool,Spain
Yes,Yes,1305,13.99,jackets,MAN,Winter,Wool Blend,Bangladesh
No,No,804,39.95,shoes,MAN,Spring,Wool Blend,China
Yes,Yes,1382,29.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
No,Yes,1043,17.0,shoes,WOMAN,Winter,Cotton,Portugal
Yes,Yes,1122,42.95,t-shirts,MAN,Spring,Wool Blend,Pakistan
No,Yes,827,128.99,jackets,WOMAN,Summer,Linen,India
Yes,Yes,1312,22.95,jackets,WOMAN,Autumn,Viscose,Bangladesh
No,No,994,39.99,t-shirts,WOMAN,Autumn,Polyester,Turkey
No,No,857,39.95,jackets,MAN,Spring,Acrylic,Pakistan
Yes,No,1353,38.95,shoes,WOMAN,Autumn,Denim,China
No,No,835,49.95,jackets,WOMAN,Spring,Linen,Bangladesh
Yes,No,1349,23.99,jackets,WOMAN,Autumn,Wool,Vietnam
Yes,No,1315,47.99,shoes,WOMAN,Autumn,Polyester,Morocco
No,Yes,850,79.99,jackets,WOMAN,Spring,Cotton,India
No,Yes,788,100.99,t-shirts,WOMAN,Summer,Linen,Morocco
Yes,Yes,1412,33.99,jackets,MAN,Winter,Acrylic,Vietnam
No,Yes,706,49.99,jackets,MAN,Autumn,Wool Blend,India
No,No,846,59.95,t-shirts,MAN,Spring,Linen,Morocco
Yes,Yes,1642,33.95,sweaters,WOMAN,Winter,Wool,China
Yes,Yes,1709,26.99,shoes,MAN,Winter,Acrylic,China
No,No,795,29.99,shoes,WOMAN,Spring,Denim,Bangladesh
No,No,812,69.0,shoes,WOMAN,Autumn,Polyester,China
Yes,Yes,1475,17.99,jackets,WOMAN,Spring,Denim,Morocco
No,Yes,780,19.95,sweaters,MAN,Autumn,Wool,Turkey
No,No,810,35.99,sweaters,WOMAN,Autumn,Polyester,Bangladesh
Yes,Yes,1322,113.95,jackets,WOMAN,Winter,Wool,Bangladesh
No,No,869,39.99,jackets,WOMAN,Autumn,Wool Blend,China
No,No,897,22.95,jackets,WOMAN,Autumn,Wool Blend,China
No,Yes,761,45.95,shoes,WOMAN,Autumn,Wool Blend,Argentina
Yes,No,1407,37.99,jackets,MAN,Winter,Wool Blend,Morocco
No,No,764,25.99,sweaters,MAN,Autumn,Wool Blend,China
Yes,Yes,1365,52.99,shoes,MAN,Autumn,Wool,India
No,No,838,25.99,jackets,MAN,Autumn,Wool Blend,Brazil
Yes,Yes,1521,40.99,jackets,WOMAN,Autumn,Denim,Vietnam
Yes,Yes,1204,70.99,jackets,WOMAN,Autumn,Polyester,Turkey
No,Yes,820,39.95,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
No,Yes,890,33.99,t-shirts,MAN,Winter,Wool,Turkey
No,No,814,69.0,t-shirts,WOMAN,Spring,Linen,Portugal
Yes,No,1310,30.95,sweaters,WOMAN,Spring,Linen Blend,Cambodia
No,No,936,25.99,t-shirts,WOMAN,Spring,Cotton,India
No,Yes,879,49.99,jeans,WOMAN,Autumn,Denim,Bangladesh
No,No,1112,16.99,jackets,WOMAN,Summer,Cotton,Bangladesh
No,Yes,1146,32.95,shoes,WOMAN,Winter,Wool Blend,Turkey
No,No,792,88.95,jackets,WOMAN,Summer,Linen Blend,Bangladesh
No,No,773,39.99,jackets,MAN,Autumn,Cotton,China
No,Yes,746,29.99,jackets,MAN,Autumn,Cotton,Brazil
No,Yes,942,22.99,jackets,MAN,Summer,Linen,Bangladesh
Yes,No,1281,57.99,sweaters,WOMAN,Autumn,Cotton,Spain
No,No,917,38.95,jackets,WOMAN,Summer,Cotton,Turkey
No,No,883,39.95,jackets,WOMAN,Autumn,Cotton,Bangladesh
Yes,Yes,1266,13.99,jackets,MAN,Spring,Cotton,Cambodia
No,No,809,32.95,jackets,MAN,Winter,Wool Blend,Bangladesh
Yes,Yes,1174,34.95,t-shirts,MAN,Autumn,Acrylic,Vietnam
Yes,Yes,1298,99.99,jackets,WOMAN,Winter,Acrylic,China
No,Yes,950,64.99,jackets,WOMAN,Winter,Polyester,Portugal
No,Yes,698,89.95,t-shirts,MAN,Summer,Linen,India
No,No,657,129.99,jackets,WOMAN,Summer,Cotton,Bangladesh
No,Yes,885,73.99,jackets,WOMAN,Winter,Acrylic,Turkey
No,Yes,944,54.99,shoes,WOMAN,Winter,Wool,China
No,No,976,39.95,jackets,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1355,40.99,t-shirts,WOMAN,Autumn,Denim,Bangladesh
Yes,Yes,1329,35.95,shoes,MAN,Summer,Polyester,India
No,No,820,39.99,shoes,WOMAN,Autumn,Polyester,Bangladesh
No,Yes,869,49.99,sweaters,WOMAN,Autumn,Wool,India
Yes,Yes,1212,23.99,jackets,MAN,Autumn,Wool,China
Yes,No,1617,40.95,jackets,WOMAN,Winter,Denim,China
Yes,No,1392,23.99,t-shirts,WOMAN,Autumn,Wool Blend,China
No,No,791,45.99,jackets,WOMAN,Autumn,Denim,Spain
Yes,Yes,1477,17.99,sweaters,WOMAN,Spring,Denim,Portugal
No,No,882,49.0,jackets,MAN,Autumn,Cotton,Bangladesh
No,Yes,879,24.99,jackets,MAN,Summer,Cotton,China
No,Yes,723,69.99,jackets,WOMAN,Spring,Polyester,India
Yes,No,1123,80.95,jackets,WOMAN,Spring,Linen,Pakistan
Yes,No,1214,79.99,jackets,WOMAN,Autumn,Cotton,China
No,No,673,59.99,sweaters,MAN,Spring,Viscose,Cambodia
Yes,No,1514,13.99,jackets,WOMAN,Autumn,Wool,Portugal
Yes,Yes,1252,77.99,sweaters,WOMAN,Summer,Wool,Bangladesh
Yes,Yes,1441,18.99,jackets,MAN,Autumn,Wool Blend,Spain
Yes,No,1490,19.99,jackets,MAN,Spring,Cotton,China
Yes,Yes,1595,32.99,t-shirts,WOMAN,Summer,Cotton,China
No,No,839,29.0,jackets,WOMAN,Autumn,Polyester,Turkey
Yes,Yes,1275,26.99,t-shirts,WOMAN,Autumn,Polyester,Cambodia
Yes,No,1302,28.99,jackets,MAN,Autumn,Wool,China
No,Yes,817,69.99,jackets,WOMAN,Autumn,Polyester,Bangladesh
Yes,No,1387,22.99,jackets,WOMAN,Spring,Linen,China
No,Yes,848,35.99,jackets,MAN,Autumn,Wool Blend,India
Yes,No,1085,62.99,shoes,MAN,Autumn,Cotton,Bangladesh
No,No,907,27.95,jackets,MAN,Winter,Wool,Turkey
No,Yes,801,35.95,jackets,MAN,Autumn,Wool Blend,Cambodia
No,No,821,44.99,jackets,MAN,Winter,Cotton,Portugal
Yes,Yes,1292,19.95,jackets,WOMAN,Spring,Polyester,China
Yes,No,1495,31.95,shoes,WOMAN,Autumn,Polyester,Turkey
No,Yes,660,59.99,jackets,MAN,Autumn,Viscose,Bangladesh
Yes,Yes,1554,71.95,jackets,WOMAN,Summer,Denim,China
No,Yes,1023,32.99,shoes,WOMAN,Winter,Viscose,Spain
Yes,No,1393,48.95,sweaters,WOMAN,Autumn,Wool,China
Yes,Yes,1321,75.99,jackets,MAN,Winter,Denim,Cambodia
Yes,Yes,1159,103.95,t-shirts,WOMAN,Autumn,Acrylic,China
No,No,769,19.99,jackets,MAN,Autumn,Cotton,Portugal
No,Yes,804,45.99,jackets,WOMAN,Autumn,Viscose,China
No,No,889,39.0,jackets,WOMAN,Autumn,Wool Blend,China
No,No,695,79.99,jackets,WOMAN,Autumn,Wool,Bangladesh
No,No,876,49.99,t-shirts,WOMAN,Autumn,Polyester,Morocco
No,No,785,39.99,jackets,WOMAN,Autumn,Viscose,Turkey
Yes,Yes,1647,23.0,shoes,WOMAN,Winter,Wool Blend,Bangladesh
Yes,No,1305,78.0,jackets,WOMAN,Autumn,Wool,Spain
Yes,Yes,1342,25.99,jackets,WOMAN,Autumn,Wool,Spain
No,Yes,843,29.99,sweaters,WOMAN,Spring,Polyester,Morocco
No,No,633,119.99,jackets,WOMAN,Spring,Linen,India
Yes,Yes,1661,17.95,jackets,WOMAN,Spring,Cotton,Turkey
No,Yes,1039,29.99,sweaters,WOMAN,Autumn,Polyester,Bangladesh
No,No,968,35.95,t-shirts,WOMAN,Autumn,Acrylic,Bangladesh
No,No,969,32.95,sweaters,WOMAN,Winter,Viscose,China
Yes,Yes,1613,33.99,t-shirts,WOMAN,Winter,Acrylic,China
No,No,919,19.95,jackets,WOMAN,Spring,Polyester,Bangladesh
No,No,848,32.99,jackets,WOMAN,Summer,Linen,Turkey
Yes,Yes,1220,66.99,t-shirts,WOMAN,Spring,Cotton,Bangladesh
Yes,Yes,1388,44.99,jackets,WOMAN,Spring,Polyester,Spain
No,Yes,872,74.99,jackets,WOMAN,Winter,Wool Blend,Spain
Yes,No,1300,37.95,shoes,MAN,Winter,Cotton,Turkey
No,No,1001,33.99,t-shirts,WOMAN,Summer,Cotton,China
No,No,987,29.99,jackets,WOMAN,Autumn,Wool,Morocco
No,No,881,66.95,jackets,WOMAN,Winter,Wool Blend,Pakistan
No,No,831,27.99,jackets,MAN,Winter,Wool Blend,Argentina
No,No,806,22.99,t-shirts,WOMAN,Spring,Denim,China
No,Yes,902,49.99,jackets,WOMAN,Autumn,Wool,China
No,No,807,35.99,jackets,MAN,Autumn,Acrylic,China
Yes,Yes,1404,21.99,jackets,WOMAN,Summer,Denim,Cambodia
Yes,Yes,1291,24.99,jackets,MAN,Autumn,Cotton,Pakistan
No,Yes,1107,25.99,t-shirts,WOMAN,Winter,Wool Blend,Turkey
No,Yes,904,45.99,jackets,WOMAN,Autumn,Cotton,Vietnam
No,Yes,908,19.95,t-shirts,WOMAN,Autumn,Denim,Turkey
Yes,No,1323,50.99,t-shirts,WOMAN,Spring,Linen,Turkey
No,No,759,76.95,shoes,MAN,Summer,Linen Blend,Bangladesh
Yes,No,1244,74.99,jackets,WOMAN,Autumn,Wool Blend,Spain
No,No,976,21.99,sweaters,WOMAN,Winter,Acrylic,Brazil
Yes,Yes,1389,16.95,jackets,MAN,Autumn,Wool,China
No,No,1074,17.99,jackets,WOMAN,Winter,Wool Blend,India
No,No,968,52.99,jackets,WOMAN,Winter,Cotton,Turkey
Yes,No,1461,37.99,jackets,WOMAN,Summer,Cotton,Pakistan
No,No,964,43.99,t-shirts,WOMAN,Winter,Wool,Morocco
No,Yes,890,29.95,jackets,WOMAN,Spring,Wool Blend,India
Yes,Yes,1760,13.99,t-shirts,WOMAN,Winter,Wool Blend,Morocco
No,Yes,887,19.99,sweaters,MAN,Spring,Linen Blend,Portugal
Yes,Yes,1480,47.99,jackets,WOMAN,Summer,Linen,Pakistan
No,No,990,32.99,jackets,WOMAN,Winter,Cotton,Morocco
No,No,719,59.99,jackets,MAN,Autumn,Wool Blend,China
Yes,No,1224,63.95,jackets,MAN,Autumn,Cotton,Turkey
No,No,787,39.99,jackets,WOMAN,Autumn,Wool,China
Yes,Yes,1508,17.95,jackets,WOMAN,Spring,Wool Blend,Bangladesh
Yes,Yes,1426,15.99,jackets,MAN,Winter,Cotton,Vietnam
No,No,1025,22.99,jackets,WOMAN,Summer,Cotton,Bangladesh
No,Yes,881,19.95,jackets,MAN,Autumn,Wool,China
Yes,Yes,1425,38.95,jackets,WOMAN,Spring,Viscose,Vietnam
No,Yes,1033,17.99,t-shirts,WOMAN,Summer,Cotton,Vietnam
No,No,792,59.95,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
No,No,970,19.95,jackets,WOMAN,Autumn,Wool Blend,Turkey
No,No,892,48.99,jackets,WOMAN,Winter,Polyester,Morocco
Yes,Yes,1414,24.99,jackets,WOMAN,Spring,Linen,Morocco
No,No,932,49.99,t-shirts,WOMAN,Winter,Wool,China
No,No,752,45.0,sweaters,WOMAN,Autumn,Wool Blend,China
Yes,Yes,1598,31.95,jackets,WOMAN,Winter,Wool Blend,China
Yes,Yes,1383,78.95,jackets,WOMAN,Winter,Wool Blend,Vietnam
No,Yes,769,35.95,jeans,WOMAN,Autumn,Acrylic,Spain
Yes,Yes,1131,18.95,jackets,MAN,Spring,Linen,Turkey
